Category,Synonym,Matched CUI,Canonical Name,Keyword
Hypoglycemic,hypoglycemia,C4274082,adult onset non-insulinoma persistent hyperinsulinemic hypoglycemia,hypoglycemia
Hypoglycemic,hypoglycemia,C4303751,hypoglycemia self management plan,hypoglycemia
Hypoglycemic,hypoglycemia,C4303904,hypoglycemia clinical management plan,hypoglycemia
Hypoglycemic,hypoglycemia,C4315955,neonatal hyperinsulinemic hypoglycemia,hypoglycemia
Hypoglycemic,hypoglycemia,C4330472,idiopathic ketotic hypoglycemia,hypoglycemia
Hypoglycemic,hypoglycemia,C4478635,hypoketotic hypoglycemia when fasting,hypoglycemia
Hypoglycemic,hypoglycemia,C4543785,transient neonatal hypoglycemia due to hyperinsulinemia,hypoglycemia
Hypoglycemic,hypoglycemia,C4543786,transitory iatrogenic neonatal hypoglycemia,hypoglycemia
Hypoglycemic,hypoglycemia,C4553659,"hypoglycemia, ctcae",hypoglycemia
Hypoglycemic,hypoglycemia,C4685215,"grade 1 hypoglycemia, ctcae",hypoglycemia
Hypoglycemic,hypoglycemia,C4685719,"grade 2 hypoglycemia, ctcae",hypoglycemia
Hypoglycemic,hypoglycemia,C4686284,"grade 3 hypoglycemia, ctcae",hypoglycemia
Hypoglycemic,hypoglycemia,C4686776,"grade 4 hypoglycemia, ctcae",hypoglycemia
Hypoglycemic,hypoglycemia,C4687170,"grade 5 hypoglycemia, ctcae",hypoglycemia
Hypoglycemic,hypoglycemia,C4693732,"hypoglycemia, episodic",hypoglycemia
Hypoglycemic,hypoglycemia,C4697750,diabetic symptoms (hypoglycemia),hypoglycemia
Hypoglycemic,hypoglycemia,C4728363,familial hyperinsulinemic hypoglycemia 1 (hhf1) gene anomaly detection reagents,hypoglycemia
Hypoglycemic,hypoglycemia,C4728365,familial infantile hypoglycemia precipitated by leucine gene anomaly detection reagents,hypoglycemia
Hypoglycemic,hypoglycemia,C4728366,hyperinsulinemic hypoglycemia due to focal adenomatous hyperplasia gene anomaly detection reagents,hypoglycemia
Hypoglycemic,hypoglycemia,C4728367,leucine-induced hypoglycemia (lih) gene anomaly detection reagents,hypoglycemia
Hypoglycemic,hypoglycemia,C4728368,leucine-sensitive hypoglycemia of infancy gene anomaly detection reagents,hypoglycemia
Hypoglycemic,hypoglycemia,C4728374,persistent hyperinsulinemia hypoglycemia of infancy gene anomaly detection reagents,hypoglycemia
Hypoglycemic,hypoglycemia,C4728375,persistent hyperinsulinemic hypoglycemia of infancy gene anomaly detection reagents,hypoglycemia
Hypoglycemic,hypoglycemia,C4729437,hyperinsulinemic hypoglycemia familial 3 (hhf3) gene anomaly detection reagents,hypoglycemia
Hypoglycemic,hypoglycemia,C4729907,carnitine palmitoyltransferase ii deficiency with hypoketotic hypoglycemia gene anomaly detection reagents,hypoglycemia
Hypoglycemic,hypoglycemia,C4746823,"hypoglycemia, stress-induced (precipitated by infection)",hypoglycemia
Hypoglycemic,hypoglycemia,C4751124,hypoinsulinemic hypoglycemia and body hemihypertrophy,hypoglycemia
Hypoglycemic,hypoglycemia,C5206027,t1-dds - don't notice signs of hypoglycemia,hypoglycemia
Hypoglycemic,hypoglycemia,C5206035,t1-dds - family worry about hypoglycemia,hypoglycemia
Hypoglycemic,hypoglycemia,C5206055,t1-dds - subscale 3: hypoglycemia distress,hypoglycemia
Hypoglycemic,hypoglycemia,C5233441,postprandial reactive hypoglycemia,hypoglycemia
Hypoglycemic,hypoglycemia,C5235829,partner-dds - hypoglycemia: sum,hypoglycemia
Hypoglycemic,hypoglycemia,C5235830,partner-dds - hypoglycemia: mean,hypoglycemia
Hypoglycemic,hypoglycemia,C5235831,partner-dds - hypoglycemia: moderate,hypoglycemia
Hypoglycemic,hypoglycemia,C5393957,flat growth hormone response to clonidine or insulin-induced hypoglycemia,hypoglycemia
Hypoglycemic,hypoglycemia,C5395739,autonomic neuropathy due to medication induced hypoglycemia,hypoglycemia
Hypoglycemic,hypoglycemia,C5435696,"ketoacidosis, episodic without hypoglycemia",hypoglycemia
Hypoglycemic,hypoglycemia,C5677940,hypoglycemia (severe form),hypoglycemia
Hypoglycemic,hypoglycemia,C5677970,hypoketotic hypoglycemia (at birth),hypoglycemia
Hyperglycemic,high blood sugar,C3843079,diabetes or high blood sugar,blood sugar
Hyperglycemic,high glucose,C0731793,high glucose concentration peritoneal dialysis solution,glucose
Hyperglycemic,high glucose,C0979121,one touch high glucose control soln,glucose
Hyperglycemic,high glucose,C0980449,surestep pro high glucose control soln,glucose
Hyperglycemic,hyper,C0017740,"glucose solution, hypertonic",glucose
Hyperglycemic,hyper,C0020445,"hypercholesterolemia, familial",hyper
Hyperglycemic,hyper,C0020456,hyperglycemia,blood sugar
Hyperglycemic,hyper,C0020480,hyperlipoproteinemia type iv,hyper
Hyperglycemic,hyper,C0035228,respiratory hypersensitivity,hyper
Hyperglycemic,hyper,C0150252,hyperglycemia management,hyperglycemia
Hyperglycemic,hyper,C0181256,"hypo/hyperthermia units, central",hypo
Hyperglycemic,hyper,C0181257,"hypo/hyperthermia units, mobile",hypo
Hyperglycemic,hyper,C0181258,"hypo/hyperthermia units, mobile, general-purpose",hypo
Hyperglycemic,hyper,C0239979,"hyperglycemia, severe",hyperglycemia
Hyperglycemic,hyper,C0239980,"hyperglycemia, slight",hyperglycemia
Hyperglycemic,hyper,C0242019,non-ketotic hyperosmolar hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C0264614,hypernasality,hyper
Hyperglycemic,hyper,C0268630,hyper-beta-alaninemia,hyper
Hyperglycemic,hyper,C0271716,postpancreatectomy hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C0272236,hyperimmunoglobulin m syndrome,hyper
Hyperglycemic,hyper,C0306410,hyper-tet tetanus immune globulin (human),hyper
Hyperglycemic,hyper,C0309254,hyper saline-7,hyper
Hyperglycemic,hyper,C0342298,severe hyperglycemia due to diabetes mellitus,hyperglycemia
Hyperglycemic,hyper,C0342300,chronic hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C0342301,acute hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C0342303,metabolic stress hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C0362086,drug-induced hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C0398689,"hyper-igm immunodeficiency syndrome, type 1",hyper
Hyperglycemic,hyper,C0398691,hyperimmunoglobulinemia d,hyper
Hyperglycemic,hyper,C0423343,lens nuclear hyper-refringence,hyper
Hyperglycemic,hyper,C0424295,hyperactive behavior,hyper
Hyperglycemic,hyper,C0426674,abdomen hyper-resonant,hyper
Hyperglycemic,hyper,C0475718,neonatal hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C0475719,transient neonatal hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C0475720,iatrogenic neonatal hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C0543573,hypoinsulinemia-hyperglycemia syndrome,hyperglycemia
Hyperglycemic,hyper,C0577556,hyper-resonant,hyper
Hyperglycemic,hyper,C0720991,hyper-tet,hyper
Hyperglycemic,hyper,C0745095,hyperglycemia hyperosmolar,hyperglycemia
Hyperglycemic,hyper,C0745098,hyperglycemia steroid-induced,hyperglycemia
Hyperglycemic,hyper,C0745103,hyperlipoproteinemia type iia,hyper
Hyperglycemic,hyper,C0850671,non-diabetic hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C0857512,hyper ige,hyper
Hyperglycemic,hyper,C0865160,hyper-tbg-nemia,hyper
Hyperglycemic,hyper,C0865212,autosomal recessive immunodeficiency with hyper-igm,hyper
Hyperglycemic,hyper,C1263846,attention deficit hyperactivity disorder,hyper
Hyperglycemic,hyper,C1263875,impaired glucose tolerance with hyperinsulism,glucose
Hyperglycemic,hyper,C1275127,hyper-igd periodic fever syndrome (hids),hyper
Hyperglycemic,hyper,C1275128,autosomal recessive hyperimmunoglobulin m syndrome,hyper
Hyperglycemic,hyper,C1540912,hypereosinophilic syndrome,hyper
Hyperglycemic,hyper,C1559916,"serum hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyper,C1559917,"grade 1 serum hyperglycemia, ctcae",glucose
Hyperglycemic,hyper,C1559918,"grade 2 serum hyperglycemia, ctcae",glucose
Hyperglycemic,hyper,C1559919,"grade 3 serum hyperglycemia, ctcae",glucose
Hyperglycemic,hyper,C1559920,"grade 4 serum hyperglycemia, ctcae",glucose
Hyperglycemic,hyper,C1559921,"grade 5 serum hyperglycemia, ctcae",glucose
Hyperglycemic,hyper,C1720956,"hyper-igm immunodeficiency syndrome, type 2",hyper
Hyperglycemic,hyper,C1720957,"hyper-igm immunodeficiency syndrome, type 3",hyper
Hyperglycemic,hyper,C1720958,"hyper-igm immunodeficiency syndrome, type 5",hyper
Hyperglycemic,hyper,C1742845,hypercvad protocol,hyper
Hyperglycemic,hyper,C1835172,macules hereditary congenital hypopigmented and hyperpigmented,hypo
Hyperglycemic,hyper,C1842413,"immunodeficiency with hyper-igm, type 4",hyper
Hyperglycemic,hyper,C1846008,"hyper-igm immunodeficiency, x-linked, with ectodermal dysplasia, hypohidrotic",hyper
Hyperglycemic,hyper,C1847555,"hyperinsulinemic hypoglycemia, familial, 6",hypoglycemia
Hyperglycemic,hyper,C1849390,"chromosome instability (hypo-/hyperdiploidy, chromosomal breaks, premature centromere division)",hypo
Hyperglycemic,hyper,C1849798,postprandial hyperglycemia (early in disease course),hyperglycemia
Hyperglycemic,hyper,C1851552,discrete 2 to 5-mm hyper- and hypopigmented macules,hyper
Hyperglycemic,hyper,C1855520,"hyperglycemia, postprandial",hyperglycemia
Hyperglycemic,hyper,C1864902,"hyperinsulinemic hypoglycemia, familial, 7",hypoglycemia
Hyperglycemic,hyper,C1864903,hyperinsulinemic hypoglycemia,hypoglycemia
Hyperglycemic,hyper,C1864948,"hyperinsulinemic hypoglycemia, familial, 4",hypoglycemia
Hyperglycemic,hyper,C1864952,"hyperinsulinemic hypoglycemia, familial, 5",hypoglycemia
Hyperglycemic,hyper,C1865290,"hyperinsulinemic hypoglycemia, familial, 3",hypoglycemia
Hyperglycemic,hyper,C1881082,hypercvad regimen,hyper
Hyperglycemic,hyper,C1949008,hyper-sal,hyper
Hyperglycemic,hyper,C1949011,sodium chloride 70 mg/ml inhalation solution [hyper-sal],hyper
Hyperglycemic,hyper,C1966578,"hyperform set, 2-chamber bg",BG
Hyperglycemic,hyper,C1968689,"hyper-immunoglobulin e syndrome, autosomal recessive",hyper
Hyperglycemic,hyper,C2828133,hyperglycemia artifact,hyperglycemia
Hyperglycemic,hyper,C2931832,"hyperinsulinemic hypoglycemia, familial, 1",hypoglycemia
Hyperglycemic,hyper,C2931833,"hyperinsulinemic hypoglycemia, familial, 2",hypoglycemia
Hyperglycemic,hyper,C2936739,"hyper-immunoglobulin e syndrome, autosomal dominant",hyper
Hyperglycemic,hyper,C2955937,persistent hyperinsulinemic hypoglycemia of infancy (phhi) gene mutation detection reagents,hypoglycemia
Hyperglycemic,hyper,C3230090,hyper-sal inhalant product,hyper
Hyperglycemic,hyper,C3265553,sodium chloride 35 mg/ml inhalation solution [hyper-sal],hyper
Hyperglycemic,hyper,C3278053,hyperglycemia during crises,hyperglycemia
Hyperglycemic,hyper,C3278384,hypoinsulinemic hypoglycemia with hemihypertrophy,hypoglycemia
Hyperglycemic,hyper,C3489795,"hyper-ige recurrent infection syndrome, autosomal dominant",hyper
Hyperglycemic,hyper,C3495557,hyper-beta-carnosinemia (disorder),hyper
Hyperglycemic,hyper,C3806278,hyperglycemia-induced osmotic diuresis,hyperglycemia
Hyperglycemic,hyper,C3809554,"hyperglycemia, insulin-responsive, episodic",hyperglycemia
Hyperglycemic,hyper,C3842022,medical-hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C3844818,attention deficit hyper activity,hyper
Hyperglycemic,hyper,C3845514,"hypo/hyperglycemia, diabetes out of control",hypo
Hyperglycemic,hyper,C3869944,erythrocytes.hyperchromic/100 erythrocytes:nfr:pt:bld:qn:automated count,hyper
Hyperglycemic,hyper,C3888018,congenital hyperinsulinism,hypoglycemia
Hyperglycemic,hyper,C4013230,low to undetectable insulin levels in the presence of hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C4014611,hyper iga,hyper
Hyperglycemic,hyper,C4020778,maternal hyperglycemia,hyperglycemia
Hyperglycemic,hyper,C4021573,patchy hypo- and hyperpigmentation,hypo
Hyperglycemic,hyper,C4024584,mixed hypo- and hyperpigmentation of the skin,hypo
Hyperglycemic,hyper,C4076703,hyperglycemia due to type 1 diabetes mellitus,hyperglycemia
Hyperglycemic,hyper,C4076711,hyperglycemia due to type 2 diabetes mellitus,hyperglycemia
Hyperglycemic,hyper,C4274019,hyperinsulinism due to deficiency of glucokinase,hypoglycemia
Hyperglycemic,hyper,C4274078,hyperinsulinism due to hnf4a deficiency,hypoglycemia
Hyperglycemic,hyper,C4274080,autosomal dominant hyperinsulinism due to sur1 deficiency,hypoglycemia
Hyperglycemic,hyper,C4274081,autosomal dominant hyperinsulinism due to kir6.2 deficiency,hypoglycemia
Hyperglycemic,hyper,C4274082,adult onset non-insulinoma persistent hyperinsulinemic hypoglycemia,hypoglycemia
Hyperglycemic,hyper,C4302207,neonatal hyperglycemia due to insulin deficiency,hyperglycemia
Hyperglycemic,hyper,C4303082,hyperinsulinism due to uncoupling protein 2 deficiency,hypoglycemia
Hyperglycemic,hyper,C4303473,hyperinsulinism due to short chain 3-hydroxyacyl-coenzyme a dehydrogenase deficiency,hypoglycemia
Hyperglycemic,hyper,C4303475,hyperinsulinism due to hnf1a deficiency,hypoglycemia
Hyperglycemic,hyper,C4303752,hyperglycemia self management plan,hyperglycemia
Hyperglycemic,hyper,C4303905,hyperglycemia clinical management plan,hyperglycemia
Hyperglycemic,hyper,C4315955,neonatal hyperinsulinemic hypoglycemia,hypoglycemia
Hyperglycemic,hyper,C4543785,transient neonatal hypoglycemia due to hyperinsulinemia,hypoglycemia
Hyperglycemic,hyper,C4546089,neonatal hyperglycemia due to iatrogenic intravenous therapy,hyperglycemia
Hyperglycemic,hyper,C4552833,"hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyper,C4682705,r-hyper-cvad regimen,hyper
Hyperglycemic,hyper,C4682710,r-hypercvad alternating with high-dose mtx arac regimen,hyper
Hyperglycemic,hyper,C4685198,"grade 1 hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyper,C4685705,"grade 2 hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyper,C4686269,"grade 3 hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyper,C4686765,"grade 4 hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyper,C4687161,"grade 5 hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyper,C4706423,familial progressive hyperpigmentation and hypopigmentation of skin,hyper
Hyperglycemic,hyper,C4719535,matricaria chamomilla flowering top oil 5 [hp_m] in 1 ml / sanguinaria canadensis root 8 [hp_m] in 1 ml / achillea millefolium 4 [hp_m] in 1 ml / berberis vulgaris fruit 9 [hp_m] in 1 ml / conium maculatum fruit 21 [hp_m] in 1 ml / rhus spp. whole 13 [hp_m] in 1 ml / phytolacca octandra leaf 11 [hp_m] in 1 ml / aesculus hippocastanum seed oil 4 [hp_m] in 1 ml topical cream [metaderm hyper-moisturizing daily cream],hyper
Hyperglycemic,hyper,C4721531,"hyper-ige recurrent infection syndrome 1, autosomal dominant",hyper
Hyperglycemic,hyper,C4722305,"hyper-ige recurrent infection syndrome 2, autosomal recessive",hyper
Hyperglycemic,hyper,C4728363,familial hyperinsulinemic hypoglycemia 1 (hhf1) gene anomaly detection reagents,hypoglycemia
Hyperglycemic,hyper,C4728366,hyperinsulinemic hypoglycemia due to focal adenomatous hyperplasia gene anomaly detection reagents,hypoglycemia
Hyperglycemic,hyper,C4728374,persistent hyperinsulinemia hypoglycemia of infancy gene anomaly detection reagents,hypoglycemia
Hyperglycemic,hyper,C4728375,persistent hyperinsulinemic hypoglycemia of infancy gene anomaly detection reagents,hypoglycemia
Hyperglycemic,hyper,C4728833,"growth deficiency, sun-sensitive, telangiectatic, hypo and hyperpigmented skin, predisposition to malignancy, and chromosomal instability gene anomaly detection reagents",hypo
Hyperglycemic,hyper,C4729437,hyperinsulinemic hypoglycemia familial 3 (hhf3) gene anomaly detection reagents,hypoglycemia
Hyperglycemic,hyper,C4729485,hyper-low-density-lipoproteinemia gene anomaly detection reagents,hyper
Hyperglycemic,hyper,C4729654,hyper igm syndrome 1 gene anomaly detection reagents,hyper
Hyperglycemic,hyper,C4729655,"hyper-igm immunodeficiency syndrome, type 1 gene anomaly detection reagents",hyper
Hyperglycemic,hyper,C4729656,immunodeficiency with hyper igm type 1 (higm1) gene anomaly detection reagents,hyper
Hyperglycemic,hyper,C4729657,x-linked hyper igm syndrome gene anomaly detection reagents,hyper
Hyperglycemic,hyper,C4745826,sodium chloride 35 mg/ml [hyper-sal],hyper
Hyperglycemic,hyper,C4745827,sodium chloride inhalation solution [hyper-sal],hyper
Hyperglycemic,hyper,C4745831,sodium chloride 70 mg/ml [hyper-sal],hyper
Hyperglycemic,hyper,C4748969,"hyper-ige recurrent infection syndrome 3, autosomal recessive",hyper
Hyperglycemic,hyper,C4751124,hypoinsulinemic hypoglycemia and body hemihypertrophy,hypoglycemia
Hyperglycemic,hyper,C5190885,hyperimmunoglobulin m syndrome with susceptibility to opportunistic infection,hyper
Hyperglycemic,hyper,C5190886,hyperimmunoglobulin m syndrome without susceptibility to opportunistic infection,hyper
Hyperglycemic,hyper,C5191059,diazoxide-resistant focal hyperinsulinism due to sur1 deficiency,hypoglycemia
Hyperglycemic,hyper,C5191060,diazoxide-resistant focal hyperinsulinism due to kir6.2 deficiency,hypoglycemia
Hyperglycemic,hyper,C5191077,autosomal recessive hyperinsulinism due to sur1 deficiency,hypoglycemia
Hyperglycemic,hyper,C5191078,autosomal recessive hyperinsulinism due to kir6.2 deficiency,hypoglycemia
Hyperglycemic,hyper,C5193141,"hyper-ige recurrent infection syndrome 4b, autosomal recessive",hyper
Hyperglycemic,hyper,C5195064,hypo- and hyperpigmented macules,hypo
Hyperglycemic,hyper,C5195065,reticular hypo- and hyperpigmentation of distal extremities,hypo
Hyperglycemic,hyper,C5208642,autosomal dominant hyper ige syndrome gene anomaly detection reagents,hyper
Hyperglycemic,hyper,C5208643,autosomal dominant hyper-ige recurrent infection syndrome gene anomaly detection reagents,hyper
Hyperglycemic,hyper,C5208645,hyper ige syndrome gene anomaly detection reagents,hyper
Hyperglycemic,hyper,C5231105,hyperglycemia due to diabetes mellitus,hyperglycemia
Hyperglycemic,hyper,C5394550,"hyper-ige recurrent infection syndrome 5, autosomal recessive",hyper
Hyperglycemic,hyper,C5676920,"hyper-ige recurrent infection syndrome 4a, autosomal dominant",hyper
Hyperglycemic,hyper,C5678160,"hyper- and hypopigmented macules of variable size and shape located primarily on face, neck, trunk, and dorsa of hands and feet",hyper
Hyperglycemic,hyper,C5679569,diazoxide-resistant diffuse hyperinsulinism,hypoglycemia
Hyperglycemic,hyper,C5679570,diazoxide-sensitive diffuse hyperinsulinism,hypoglycemia
Hyperglycemic,hyper,C5679694,hyperinsulinism due to insr deficiency,hypoglycemia
Hyperglycemic,hyper,C5679778,diazoxide-resistant hyperinsulinism,hypoglycemia
Hyperglycemic,hyper,C5680204,diazoxide-resistant focal hyperinsulinism,hypoglycemia
Hyperglycemic,hyper,C5688987,hyper extension internal rotation test,hyper
Hyperglycemic,hyperglycemia,C0020456,hyperglycemia,blood sugar
Hyperglycemic,hyperglycemia,C0150252,hyperglycemia management,hyperglycemia
Hyperglycemic,hyperglycemia,C0239979,"hyperglycemia, severe",hyperglycemia
Hyperglycemic,hyperglycemia,C0239980,"hyperglycemia, slight",hyperglycemia
Hyperglycemic,hyperglycemia,C0242019,non-ketotic hyperosmolar hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C0271716,postpancreatectomy hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C0342298,severe hyperglycemia due to diabetes mellitus,hyperglycemia
Hyperglycemic,hyperglycemia,C0342300,chronic hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C0342301,acute hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C0342303,metabolic stress hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C0362086,drug-induced hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C0475718,neonatal hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C0475719,transient neonatal hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C0475720,iatrogenic neonatal hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C0543573,hypoinsulinemia-hyperglycemia syndrome,hyperglycemia
Hyperglycemic,hyperglycemia,C0745095,hyperglycemia hyperosmolar,hyperglycemia
Hyperglycemic,hyperglycemia,C0745098,hyperglycemia steroid-induced,hyperglycemia
Hyperglycemic,hyperglycemia,C0850671,non-diabetic hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C1559916,"serum hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyperglycemia,C1559917,"grade 1 serum hyperglycemia, ctcae",glucose
Hyperglycemic,hyperglycemia,C1559918,"grade 2 serum hyperglycemia, ctcae",glucose
Hyperglycemic,hyperglycemia,C1559919,"grade 3 serum hyperglycemia, ctcae",glucose
Hyperglycemic,hyperglycemia,C1559920,"grade 4 serum hyperglycemia, ctcae",glucose
Hyperglycemic,hyperglycemia,C1559921,"grade 5 serum hyperglycemia, ctcae",glucose
Hyperglycemic,hyperglycemia,C1849798,postprandial hyperglycemia (early in disease course),hyperglycemia
Hyperglycemic,hyperglycemia,C1855520,"hyperglycemia, postprandial",hyperglycemia
Hyperglycemic,hyperglycemia,C2828133,hyperglycemia artifact,hyperglycemia
Hyperglycemic,hyperglycemia,C3278053,hyperglycemia during crises,hyperglycemia
Hyperglycemic,hyperglycemia,C3806278,hyperglycemia-induced osmotic diuresis,hyperglycemia
Hyperglycemic,hyperglycemia,C3809554,"hyperglycemia, insulin-responsive, episodic",hyperglycemia
Hyperglycemic,hyperglycemia,C3842022,medical-hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C3845514,"hypo/hyperglycemia, diabetes out of control",hypo
Hyperglycemic,hyperglycemia,C4013230,low to undetectable insulin levels in the presence of hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C4020778,maternal hyperglycemia,hyperglycemia
Hyperglycemic,hyperglycemia,C4076703,hyperglycemia due to type 1 diabetes mellitus,hyperglycemia
Hyperglycemic,hyperglycemia,C4076711,hyperglycemia due to type 2 diabetes mellitus,hyperglycemia
Hyperglycemic,hyperglycemia,C4302207,neonatal hyperglycemia due to insulin deficiency,hyperglycemia
Hyperglycemic,hyperglycemia,C4303752,hyperglycemia self management plan,hyperglycemia
Hyperglycemic,hyperglycemia,C4303905,hyperglycemia clinical management plan,hyperglycemia
Hyperglycemic,hyperglycemia,C4546089,neonatal hyperglycemia due to iatrogenic intravenous therapy,hyperglycemia
Hyperglycemic,hyperglycemia,C4552833,"hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyperglycemia,C4685198,"grade 1 hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyperglycemia,C4685705,"grade 2 hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyperglycemia,C4686269,"grade 3 hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyperglycemia,C4686765,"grade 4 hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyperglycemia,C4687161,"grade 5 hyperglycemia, ctcae",hyperglycemia
Hyperglycemic,hyperglycemia,C5231105,hyperglycemia due to diabetes mellitus,hyperglycemia
Hyperglycemic,,C0001056,acetylglucosamine,glucose
Hyperglycemic,,C0001460,adenosine diphosphate glucose,glucose
Hyperglycemic,,C0003729,arbutin,glucose
Hyperglycemic,,C0004076,"glucose measurement, urine",glucose
Hyperglycemic,,C0005800,blood gas analysis,BG
Hyperglycemic,,C0005802,blood glucose,blood sugar
Hyperglycemic,,C0005803,blood glucose self-monitoring,blood sugar
Hyperglycemic,,C0015159,glucose clamping,glucose
Hyperglycemic,,C0017132,gastric inhibitory polypeptide,glucose
Hyperglycemic,,C0017696,glucans,glucose
Hyperglycemic,,C0017713,glucokinase,glucose
Hyperglycemic,,C0017715,gluconeogenesis,glucose
Hyperglycemic,,C0017718,glucosamine,glucose
Hyperglycemic,,C0017723,glutamine-fructose-6-phosphate transaminase (isomerizing),glucose
Hyperglycemic,,C0017725,glucose,glucose
Hyperglycemic,,C0017728,glucose clamp technique,glucose
Hyperglycemic,,C0017730,glucose dehydrogenases,glucose
Hyperglycemic,,C0017734,dextrose monohydrate,glucose
Hyperglycemic,,C0017735,glucose oxidase,glucose
Hyperglycemic,,C0017739,sodium-glucose transport proteins,glucose
Hyperglycemic,,C0017740,"glucose solution, hypertonic",glucose
Hyperglycemic,,C0017741,glucose tolerance test,glucose
Hyperglycemic,,C0017742,glucose transporter,glucose
Hyperglycemic,,C0017743,glucose transport-inducing protein,glucose
Hyperglycemic,,C0017745,abnormal presence of glucose,glucose
Hyperglycemic,,C0017746,decreased glucose level,glucose
Hyperglycemic,,C0017747,increased glucose level,glucose
Hyperglycemic,,C0017755,glucose-6-phosphatase,glucose
Hyperglycemic,,C0017757,glucosephosphate dehydrogenase,glucose
Hyperglycemic,,C0017759,glucosephosphate isomerase,glucose
Hyperglycemic,,C0017760,utp-glucose-1-phosphate uridylyltransferase,glucose
Hyperglycemic,,C0017761,glucosephosphates,glucose
Hyperglycemic,,C0017920,glycogen storage disease type i,glucose
Hyperglycemic,,C0017932,glycogen (starch) synthase,glucose
Hyperglycemic,,C0017979,glycosuria,glucose
Hyperglycemic,,C0019472,hexokinase,glucose
Hyperglycemic,,C0019492,udpglucose-hexose-1-phosphate uridylyltransferase,glucose
Hyperglycemic,,C0020445,"hypercholesterolemia, familial",hyper
Hyperglycemic,,C0020456,hyperglycemia,blood sugar
Hyperglycemic,,C0020480,hyperlipoproteinemia type iv,hyper
Hyperglycemic,,C0020597,hypobetalipoproteinemias,hypo
Hyperglycemic,,C0020615,hypoglycemia,blood sugar
Hyperglycemic,,C0020617,hypoglycemic coma,blood sugar
Hyperglycemic,,C0020645,hyposmolality and/or hyponatremia,hypo
Hyperglycemic,,C0021911,intravenous glucose tolerance test,glucose
Hyperglycemic,,C0022200,isomaltose,glucose
Hyperglycemic,,C0022840,"glucose, (l)-isomer",glucose
Hyperglycemic,,C0022949,lactose,glucose
Hyperglycemic,,C0022952,lactose synthase,glucose
Hyperglycemic,,C0024658,maltose,glucose
Hyperglycemic,,C0025228,melibiose,glucose
Hyperglycemic,,C0025869,metrizamide,glucose
Hyperglycemic,,C0029161,oral glucose tolerance test,glucose
Hyperglycemic,,C0031653,phosphoglucomutase,glucose
Hyperglycemic,,C0035228,respiratory hypersensitivity,hyper
Hyperglycemic,,C0038180,starch (bacterial glycogen) synthase,glucose
Hyperglycemic,,C0038432,streptozocin,glucose
Hyperglycemic,,C0041988,uridine diphosphate glucose,glucose
Hyperglycemic,,C0041989,uridine diphosphate glucose dehydrogenase,glucose
Hyperglycemic,,C0041990,udp-glucose 4-epimerase,glucose
Hyperglycemic,,C0043771,"1,2-5,6-di-o-isopropylidene-d-glucofuranose",glucose
Hyperglycemic,,C0043897,"1,3-beta-glucan synthase",glucose
Hyperglycemic,,C0044029,"1,5-anhydrosorbitol",glucose
Hyperglycemic,,C0044786,12-(4-azido-2-nitrophenoxy)stearoylglucosamine,glucose
Hyperglycemic,,C0045319,"2,3,4,5,6-pentagalloylglucose",glucose
Hyperglycemic,,C0045352,"2,3-diamino-2,3-dideoxyglucose",glucose
